btx_id,timestamp,major,minor,pos_id,deviceid,lat,lon,recvDate
19,1545202669346,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:57:49+09"
19,1545202671877,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:57:51+09"
19,1545202677176,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:57:57+09"
19,1545202678149,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:57:58+09"
19,1545202682176,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:58:02+09"
19,1545202684448,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:58:04+09"
19,1545202691129,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:58:11+09"
19,1545202692249,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:58:12+09"
19,1545202697106,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:58:17+09"
19,1545202737196,1,19,96,41056,35.0005,137.004479,"2018-12-19 15:58:57+09"
19,1545202757550,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:17+09"
19,1545202761195,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:21+09"
19,1545202762086,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:22+09"
19,1545202766446,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:26+09"
19,1545202768136,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:28+09"
19,1545202769195,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:29+09"
19,1545202772229,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:32+09"
19,1545202773136,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:33+09"
19,1545202775116,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:35+09"
19,1545202780772,1,19,32,40992,35.000811,137.004329,"2018-12-19 15:59:40+09"
19,1545202820233,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:20+09"
19,1545202823078,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:23+09"
19,1545202825191,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:25+09"
19,1545202826406,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:26+09"
